Ulasan,Label
bagus banget empuk sepatu nyaman pakai,Puas
aeostreet gibran sepatu batik tarik lbh nyaman pake jalan,Puas
okeee produk baguss,Puas
cinta produk indonesiaa,Puas
model keren simpel elegan nyaman pakai admin bantu konsultasi ukur kali beli aerostreet tunggu model baru,Puas
dipake dah lepas aja ituu finishingnya byk rapi tolong tingkat kualitas,Puas
kirim cepet packingnya tolong baik gerdusnya aga rusak pinggir krna kasih plastik doang sepatu tetep bagus,Puas
logo telapak kaki belah kiri lepas sepatu pake udh lepas logo tolong aerostreet lem mending ganti benah ulang jual logo pisah hub min biar tambal,Tidak Puas
model keren,Puas
bagus sekalimodelnya kerenharga terjangkautop lahhh,Puas
bagus,Puas
model keren ukur pas bahan halus nyaman pakai,Puas
barang bagus ukur pas gak tambah ukur,Puas
inti bagus,Puas
keren size nyaman,Puas
keren nda nysel,Puas
model keren batikxnya lokal gentar,Puas
ukur barang muat kapok,Puas
bagus barang,Puas
kecee bet coyyyy abis beli,Puas
packing rentan rusak packing tambah produk jahit rapi,Tidak Puas
jir beli produk aerostreet gak gagaludah sepatu rumah gak jebol jebol,Tidak Puas
produk lokal kualitas global mantap pokok,Puas
local pride low peice good quality,Puas
ukur pas model joss buat indonesia,Puas
produk bagus cma kek sampah attitude bahasa lenih enak konsumen ajarin ramah bales chat consumen kecuali emang toko pakek sistem bot percaya manusia balesin kek bot aja njeng sepatu pakek males makeknya keinget omong njeng,Puas
keren ddah,Puas
worthit bgt harga jangkau,Puas
keren sepatu,Puas
kualitas bagus cocok sekolah kuliah,Puas
mantap sesuai,Puas
cakep bgt desain cocok kondangan,Puas
beli sepatu lbh teliti pilih ukur pandu ukur ngaco saran naik size salah ukur ikhlas tukar size admin berbelitbelit,Tidak Puas
good product udah kali beli bagus recommended,Puas
bagus finishing aja rapi batik satu simetris,Puas
bahan bagus size pas lokal pride,Puas
nyesal dibilangin kali kali nggak crosscek kirim,Neutral
bagus bangetsesuai gambarbahan oke produk lokal keren minus jasa kirim,Puas
model keren nyaman pakai hari,Puas
sepatu baguss cuman nilai negatif lambat kirim jakarta pesan tanggal agustus tanggal agustus,Tidak Puas
bagus banget barang lebih ekspektasi kualitas gak ragu,Puas
keren bet dah lokal gentar,Puas
sepatu nyaman kualitas bagus keren desain batik bbrp titik potong presisi masuk batas toleransi,Puas
baik,Puas
alas nyoplok,Puas
good,Puas
asli keren dah,Puas
mantab,Puas
pas,Puas
bagus banget mgkn bagus produk negeri,Puas
keren sepatu asa mahal punyathx aerostreet,Puas
gila sih nih sepatu tebel kayak sabar dosen,Puas
mantap,Puas
kerennnmantap,Puas
bahan kualitas sesuai etalase kardus aman penyok kirim cepat dpt harga jangkau hoki tahun udh kepake kyknya nih,Puas
packingnya langsung dus sepatu plastik barang kondisi bagus sepatu pas kaki empuk ukur sesuai deskripsi,Puas
sesuai pesan,Puas
baik,Puas
biar bintang nilai,Neutral
bagus lucuuu batik beda warna kanan kiri,Puas
mantullllllllllllllllllllllllllllllllllllllllllll,Puas
bagus cacat tks,Tidak Puas
lebih ekspektasi sii sumpah keren bangett,Puas
keren nyaman pakai puas bngt,Puas
barang lumayan oke jaitan rapi minor sih parah kemas kirim dus sepatu dimasukin plastik bening tipis pas sampe dus udah robek tutup buka plastik udah robek bagus kurir selotip biar sepatu box udah tau kirim kota packaging parah bgt,Puas
barang bagus moga awet ringan pake aero mantep joss,Puas
kualitas produk bagus udh sen brand model bagus ukur pas cobain pas dlmannya empuk nyaman cobain foto rada mudah aja awet packing bagus dus rusak gitu harga wort,Puas
packaging kardus sepatu aja penyok untung dalem aman,Puas
bagus bgt sesuai foto warna aluuus top,Puas
biar bintang bicara,Neutral
keren pas ukur kakk,Puas
mantap,Puas
mantab moga barokah manfaat,Puas
keren bgt,Puas
bahan nyaman jahit ukur oke mantab sesuai pesan komplain sukses yaa,Puas
rekomendasi beli sepatu harga segitu,Puas
suka model nyaman moga awet panas pakai hari,Puas
masa ancur banget,Neutral
nice,Puas
mantap suka banget motif,Puas
keren battt efek batik transparan nyamaan sol empukk finishingnya jahit rapih cutting sol rapih overall kereenn bgttt okee sih kirim satset,Puas
andal produk aerostreet harga mulu nih btw,Puas
mantap sesuai ekspetasi,Puas
ukur pas model bahanya bagus tali min belah gapapa,Puas
model oke fast respon sayang kurir,Puas
pakai pakai aja kali sepatu tag aerosteeet copot hilang ketemu copot pakai pede tag belah beli tag aerostreet doang mohon cerah pake sepatu malu tag belah,Tidak Puas
keren nyampe emg aga gpp overall nice,Puas
model kerennyaman,Puas
gokil keren parah,Puas
keren asli bangga produk lokal kaya gin mudah internasional,Puas
kacau sih gatau bagus bett bekas lem dikit ilang kece parah prokul lokal,Puas
mantap bingit,Puas
bagus harga gin kirim lbh bagus klo buka store dijakarta,Puas
terimakasih seller pesan terima,Puas
kualitas bagus level harga gin material bagus kirim lambat lebaran kirim teliti sen ukur kirim untung coba msh pakai kaus kaki tebal udah sesak banget,Puas
terus produk lokal,Puas
bagus harga murah banget suka model moga awet,Puas
model keren enak pakai packing rapi kirim cepat terimakasih,Puas
keren euy hidup karya lokal qcnya detail biar jos,Puas
tampil keren kasih bintang finishing rapi,Puas
model keren bahan lumayan bagus empuk sayang gak simetris gak wajar harga segitu,Puas
bagusss sukaa banget,Puas
sen gibran krna abis dpetnya gibran trnyata oke model oke gde dikit sen dpet pdhal chat bilang haha jga sperti jaitan rapihpengiriman lamaa overall oke pake enak smoga kdpanya produk lyananya lbih,Puas
sen warna putih emas kirim putih krem coklat quality control cacat gambar respon chat kirim sampe minggu moga nextnya teliti perihal cek pesan,Tidak Puas
sen kirim udah komplain males kirim yauda tolong teliti kirim udah kali kali beli nunggunya banget kota belah buang tenaga,Tidak Puas
pesan beda beli kirim gapapa barang bagus berat kurir kirim banget disaranin sen pakai jasa anteraja,Puas
mamteeeepp wlaupun jahit rapih but its okey overall better,Puas
model bagus nyaman kaki,Puas
bagussss bgttalinya gak kaku design keren parahhhh meninggoiiikeren model cowok sih gpp bagus ciwi,Puas
bagus murah,Puas
packing rapi buangeettt utk pesan mengecewakanrecomended,Puas
keren model suka bentuk,Puas
kualitas packaging aman recommended,Puas
keren bangetttbahan bagus menjanjikankarya lokal kualitas,Puas
mantap,Puas
sen gibran kirim shinchan gpp lahbagus barang thankyu,Puas
sepatu keren motif batik warna desain unik nyaman pakai lokaltakgentar,Puas
beli produk aerostreet sperti bintang,Neutral
packing kerapihan sepatu order size kirim untung muat biarpun sempit,Puas
packaging rapih blm rapih kirim cepat,Puas
sepatu lokal design keren,Puas
harga sih udah oke emang finishing benang lebih sol rapi packingnya ala kadar banget cuman pake plastik bening tipis pas sampek udh koyak kotak peyot,Puas
keren,Puas
nyaman pakai nomor atas ukur,Puas
keren pas,Puas
paket aman sepatu aman moga sepatu kolaborasi seniman lokal,Puas
lem label belakang sepatu tulis lokal gentar rekat mudah lepas moga depan semangat,Puas
oke bbrp rapi overall oke sesuai harga ganggu tonjol insole tumit cocok sih tonjol nambah empuk bikin nyaman,Puas
cakep,Puas
wapik,Puas
top,Puas
packing aja udh bener pake wrapping pake bubble warp jahit dirapihin noda kirim,Tidak Puas
sepatu asa empuk pakai warna motif keren,Puas
keren jahit liat banget moga lokal gentar,Puas
kerenn sepatu moga awet,Puas
model keren dipake nyaman,Puas
mantab sesuai harga,Puas
sippppp,Puas
caption need liat aja poto taut thank you aero,Neutral
puas,Puas
bagus model keren moga awet,Puas
respon kirim cepat proses kirim minggu gila muter muter paket barang alami cacat jahit,Neutral
mantap,Puas
model bagus kaki pas,Puas
sip,Puas
sayang banget packingan maksimal cuman lapis plastik bening aja,Neutral
oke sih visual nyaman dipake detil benang potong lem tempel sepatu sayang,Puas
lokal baik maju aerostreet,Puas
suka suka,Puas
alhamdulillah barang selamat terimakasih,Puas
kualitas sepatu bagus murah murah kirim cepat respon,Puas
model keren finishing mantap jos dah pokok,Puas
mantap,Puas
terima kasih,Puas
sebenernya model bagus kerut lolos sih produk not good,Puas
barang,Neutral
kirim super cepat gak nyangka produk bagus banget,Puas
worth the price lokal gentar,Puas
banget,Neutral
manrap,Neutral
salah kirim kirim gibran,Tidak Puas
mantab,Puas
mohon maaf sebelumnyajangan karna tingkat beli males ngecek barang dikirimbanyak bngt keluh bahan bagusada sisa coret pulpen menggangu jahit kmna sol sepatu kuningmemang sih murah salah cek kirim kepembeliniat hati kenalin brand lokal orang mikir lgi beli kalinyapdhl udah kasih note tolong bngt cek,Tidak Puas
penasaran aja barang susah dapet bbrp kali pesan dapet sizenya lihat barang udh ready size ready pesan pas udh nyampe tangan tenyata barang build qualitynya kirim kamissenin gatau pengaruh pake promo free ongkir overall lumayan utk pakai harga kualitas sukses aerostreet thx,Puas
nyaman pakai kereen,Puas
top markotop kotop kotop,Puas
beli,Neutral
packingnya plastik doang benang bekas pensil kualitas sepatu bagus banget serasa kalo make sepatu wkwk,Puas
model keren detailingnya bagus kotor dikit benang dibersihin dirapihin sepatu lebar friendly wide footer uda pakai jalan nyaman totally worth the price,Puas
next tolong tingkat,Neutral
keren,Puas
packaging minim lapis plastik bening bungkus box sepatu untung gaada penyok sepatu lumayan bongsor langsung lumayan berat pakai jalan insole sepatu empuk pakai hari bahan bagus sepatu bawah finishing rapi beberapa sisi diperhatiin,Puas
passs banget suka aerostreet,Puas
nanyeaa tanyeaa barang bagus yaudah kasih tau,Puas
lokaltakgentar,Puas
bagus model build quality kirim cepatpacking rapi,Puas
bagusss bagusss lumayan harga segituu sol belakang mudah keriting dipake langsung keriting,Puas
kirim lindung box box sepatu balut plastik ada tingkat packingannya,Neutral
pakai sakit salah kaki ukur kiri kanan beda kirim klaten salam,Tidak Puas
kualitas model bagus harga segitu sayang perhati tukar barang cacat respon cepat tukar barang langsung tanggap sayang barang tukar kondisi rada perhati pesan aman ukur kualitas,Puas
nyaman enak banget jalannext coba sneakers model,Puas
bagus model keren,Puas
mantap jiwa,Puas
keren sepatu empuk barang sesuai gambar,Puas
sepatu mantap kokoh nyaman,Puas
kualitas sesuai harga jahit rapi,Puas
bagus bahan model rapih aja,Puas
barang bagus kotor kaya bekasmungkin packing hati minus kirim aja lamamungkin salah ekspedisi,Tidak Puas
lumayan sitp kesini kualitas kendorini sepatu kiri kanan beda jarak jahit benangnyayg colok tumit tinggi bedad tingkatin min,Puas
josss gandoooosssss,Puas
keren batik dipakenya enak gak sakit sukses slalu,Puas
barang bagus kotor bagi moga ilang,Puas
emang buble wrap beli pisah sayang banget kardus rada jebol dikit jahit rapih okelahoverall awor awor mantabnext kollab ade kaesang,Puas
keren euyy sepanya murah murah perhati kirim mmng gpp overall puas bgt,Puas
sepatu bagus ngepas bgt pake entar nyaman sihh kirim free ongkir toped bsa minggu,Puas
good,Puas
next tolong tingkat first time beli product lokal kecewa sobek jahit rapi sbnrnya tukar males ribet saran tolong tingkat sblm kirim cust sayang product bagus maksimal makas,Puas
mataaap banget barang,Neutral
alhamdulillah sampe selamat kurang sepatu terima kotor sebab kali aerostreet perhati bersih produk kirim terimakasih mantap,Puas
mantap boss barangny bahanny,Puas
model keren packagingnya safety,Puas
keren jonthanks gibran aerostreet,Puas
mantab,Puas
kecewa sih beli aerostreetsetelah beli barang konfirmasi byk defect cek tim,Tidak Puas
kualitas,Puas
bagus nyaman,Puas
rapih,Puas
udah nyampe selamat bungkus penyok,Puas
bagus banget banyakin size order,Puas
bahan tebal desain sesuai gambar berat overall udh oke moga sepatu ukur,Puas
kirim lambat box rusak kualitas sepatu bagus ukur pesan kecil sepatu pakai simpan,Neutral
packing hancur box penyok karuan udah seller bubble wrap kardusin kalo bayar adain biaya tambauab utk packing aman scr kualitas oke harga wajar aja rapih desain keseluruhab oke banget sukaaa sayang kecil gara ngikutin ukur deskripsi saran ikutin ukur pakai aja udah karna ukur deskripsi ukur ngepas insole sepatu sempit,Puas
sepatu nyaman pakai ringan cocok urus motiknya tarik,Puas
thanks,Neutral
nice,Puas
selamat medan thanks aerostreet,Puas
ukur pas bekas pola blm hapus benang jahit gunting,Neutral
keren bgt,Puas
sayang kecil untung kasi bini biar kapel dehhhhhtenkyukkk,Neutral
alhamdulillah bagi model cakep banget sayang coret sepatu,Puas
kualiyas barang pakai rusak,Tidak Puas
sepatu bagus puas kualitas,Puas
sepatu bagus putih cream sol empuk kirim dri seller kurir minggu sampe jogja bandung oke nama official shop antri kali thanks seller,Puas
kerennyamansesuai ekspektasisemoga awet manfaat,Puas
far suka model simple batik nyaini bikin lgsng jatuh hati counter rapih min mgkn next bahan perhati bikin suka midsole aerostreet tuh juara banget tunggu koleksi kolaborasi,Puas
gak nyangka bagi wkwkwk stok sesuai ukur diskon sepatu collab murah,Puas
respon,Neutral
barang bagus kali kecewa kurir anteraja cabang tanjung barat mohon evaluasi,Puas
mantap barang bagus rapi potong sol sepatu tolong tingkat qcnya,Puas
alhamdulillahpaketnya tuju selamat boxnya gak penyok barang sesuai pes bagus suka banget kualitas,Puas
overall suka sepatu kualitas oke bikin kecewa kirim banget lebih batas estimasi jadwal,Puas
keren,Puas
model keren ukur pas sengaja beli pasang biar bareng bini happy bgt kali beli yahhh sukses aero street umkm majuuu terima kasih,Puas
kualitas mantap harga jangkau,Puas
keren model,Puas
packing aga aman kotak aga penyot sepatu aman,Puas
bagus sepatu finish jahit tinggal packing aman sobek mohon tingkat packingnya konsumen aman,Puas
model sepatu keren banget deskripsi produk akurat pas dipake nyaman ukur cocok packagingnya rapih aman rekomen banget gatau presentasi pakai sepatu gusti moga blunder besok aminn,Puas
model keren bahan nyaman,Puas
mantab sesuai deskripsi,Puas
udh ubah bintang dana refund udh asurasi hilang kali paking bagus biar ilang tag terimkasih,Tidak Puas
bahan oke ukur oke sol alas lembut licin cocok daily kirim order packing pol,Puas
bahan bagus berat,Puas
model kece pis sih,Puas
bagus bgt,Puas
bagus sesuai gambar rapi aman tuju,Puas
saing produk kawak mohon tingkat kirim kirim minggu pas,Puas
barang sesuai pesan admin slow respond kirim sgt,Puas
model bahan udah oke udah oke banget diperhatiin rapi packing kirim,Puas
terimakasih barang bagus keren,Puas
bagus nyaman kirim cepat,Puas
worth the price,Puas
josh quality,Puas
mantabh nyaman banget pakai beli model ukur,Puas
bagus model jahit rapi sol empuk nyaman pakai bangga produk lokal,Puas
tap mantap,Puas
keren manteebass,Puas
bagus,Puas
alus bgt cuy mantap bat pas hati puas pokok keren produk lokal moga awet,Puas
dapet sepatu keren bgtt asliii,Puas
model keren kece bgt pokok,Puas
kualitas ragu desain kece bagus pokok,Puas
keren sih,Puas
barang aman barang keren sesuai gambar,Puas
percaya sepatu harga gin kualitas jossss maju aerostreet,Puas
keren hrg sahabat kualitas martabat,Puas
keren model batiknnya sayangnnya rapi jahit,Puas
bagus proses kirim,Puas
keren,Puas
sesuai deskripsi ekspektasi,Puas
saran beli ukur kaki lebih gede haha overall alhamdulillah dapet barang mulus cacat saran packingnya optimal,Tidak Puas
nggak nyangka keren banget cocok kantor hari finishing lokal harga gin rapih banget lokaltakgentar,Puas
jahit rapi noda packing pake box diplastikin doang pake bubble wrap penyok dikit,Neutral
quality control tingkat tolong orang please ayo kualitas sepatu ajip unit terima rapi jarit lepas not big deal sol potong lolos,Puas
ukur sesuai lumayan bagus gan mantab,Puas
bagus mantap,Puas
keren sepatu elegan,Puas
look sih mudah nyaman gak cepat crack kulit kendala kirim super lambat pickup pakai sicepat ganti pakai jne masalah sicepat gak cepat,Puas
very good,Puas
ancur dus sayang banget bahan koleksiantolong kasi bubble warp,Neutral
sepatu bagus sayang kirim paking aman lapis plastik bening proteksi tambah barang kondisi box penyok ujung box bekas lakban bening sepatu kotor,Puas
kardus rusak packing safety kirim order tgl sampe tgl sepatu noda noda kardus rusak tolong perhati emas tolong tambah emas plastik sepatu overall bagus sayang aja packing buruk cht alas bungkus rapi rusak lapis kali belanja online packingannya buruk,Tidak Puas
lokal gentar sesuai pesan mantap,Puas
sepatu keren mantep cepet cek out telat hari aja ukur incer sold out,Puas
sepatu bagus nyaman pakai mudah awet pakai packaging rapi aman,Puas
paket minggu pas kaki sesuai size chart nyaman pakai suka pake barang lokal lokaltakgentar semangatt,Puas
mantap sepatu aerostreet gak mantap ekspedisi kirim moga depan aamiin,Puas
sepatu nyaman pas beli sepatu online ukur kecil dipake jalan enak empuk,Puas
pesan sesuai ukur cocok warna oke rapi bagi jahit packaging tingkat,Puas
okkeh skali,Puas
kualitas harga gin worth mantab produk tanah air,Puas
dapet model iniiiiii keren banget emang sepatu top top top,Puas
barang bagus kotor worth buy kirim minggu sampe pake lambat,Puas
bagus nyaman pakai sayang kirim,Puas
keren desain moga awet,Puas
model keren nyaman pakai hari mantap,Puas
barang sesuai bagus banget cumaa sisa jaitan minor overall worth,Puas
model keren local pride lokal gentar,Puas
barang bagus sayang rapi aja overall good,Puas
